1,1,118.11,333.44,139.26,58.74000000000001,1,1,1.0
1,2,732.0,265.04,72.89999999999998,40.73999999999995,1,1,1.0
1,3,208.11,248.94,94.72999999999996,41.68000000000001,1,1,1.0
2,1,97.9,337.99,136.45,57.69,1,1,1.0
2,2,717.6,267.03,75.75,41.400000000000034,1,1,1.0
2,3,208.15,248.91,94.73999999999998,41.76000000000002,1,1,1.0
3,1,73.9,342.53,137.43,56.650000000000034,1,1,1.0
3,2,703.2,269.01,78.59999999999991,42.06999999999999,1,1,1.0
3,3,208.19,248.89,94.74000000000001,41.84000000000003,1,1,1.0
4,1,49.6,347.08,144.4,55.60000000000002,1,1,1.0
4,2,688.8,271.0,79.66000000000008,42.74000000000001,1,1,1.0
4,3,208.24,248.87,94.73000000000002,41.90999999999997,1,1,1.0
5,1,24.6,349.7,145.57,61.19999999999999,1,1,1.0
5,2,674.4,272.99,80.73000000000002,43.39999999999998,1,1,1.0
5,3,208.28,248.85,94.73999999999998,41.97999999999999,1,1,1.0
6,1,0.0,353.6,146.34,65.69999999999999,1,1,1.0
6,2,660.0,274.97,81.78999999999996,44.06999999999999,1,1,1.0
6,3,208.33,248.83,94.72999999999999,42.04999999999998,1,1,1.0
7,1,0.18,358.66,121.41999999999999,62.21999999999997,1,1,1.0
7,2,645.6,276.96,82.85000000000002,44.73000000000002,1,1,1.0
7,3,208.37,248.8,94.74000000000001,42.129999999999995,1,1,1.0
8,1,0.36,361.8,102.34,63.5,1,1,1.0
8,2,631.2,278.94,83.90999999999997,45.39999999999998,1,1,1.0
8,3,208.41,248.78,94.73999999999998,42.21000000000001,1,1,1.0
9,1,0.54,366.1,76.99,59.829999999999984,1,1,1.0
9,2,616.8,280.93,84.98000000000002,46.06999999999999,1,1,1.0
9,3,208.46,248.76,94.72999999999999,42.28000000000003,1,1,1.0
10,1,0.72,370.4,51.65,56.170000000000016,1,1,1.0
10,2,602.4,282.91,86.04000000000008,46.73999999999995,1,1,1.0
10,3,208.5,248.74,94.74000000000001,42.349999999999966,1,1,1.0
11,2,588.0,284.9,87.10000000000002,47.400000000000034,1,1,1.0
11,3,208.55,248.72,94.72999999999996,42.41999999999999,1,1,1.0
12,2,571.46,287.14,89.33999999999992,48.52000000000004,1,1,1.0
12,3,208.59,248.69,94.73999999999998,42.5,1,1,1.0
13,2,554.93,289.37,91.57000000000005,49.65999999999997,1,1,1.0
13,3,208.63,248.67,94.74000000000001,42.58000000000001,1,1,1.0
14,2,538.39,291.61,93.81000000000006,50.77999999999997,1,1,1.0
14,3,208.68,248.65,94.74000000000001,42.650000000000006,1,1,1.0
15,2,521.85,293.85,96.04999999999995,51.89999999999998,1,1,1.0
15,3,208.72,248.63,94.73999999999998,42.72000000000003,1,1,1.0
16,2,505.32,296.08,96.79000000000002,53.04000000000002,1,1,1.0
16,3,208.77,248.61,94.72999999999999,42.789999999999964,1,1,1.0
17,2,488.78,298.32,97.55000000000007,54.160000000000025,1,1,1.0
17,3,208.81,248.58,94.74000000000001,42.869999999999976,1,1,1.0
18,2,472.25,300.55,98.28999999999996,55.30000000000001,1,1,1.0
18,3,208.85,248.56,94.73999999999998,42.94999999999999,1,1,1.0
19,2,455.71,302.79,99.05000000000001,56.41999999999996,1,1,1.0
19,3,208.9,248.54,94.73999999999998,43.02000000000001,1,1,1.0
20,2,439.17,305.03,99.80000000000001,57.54000000000002,1,1,1.0
20,3,208.94,248.52,94.74000000000001,43.09,1,1,1.0
21,2,422.64,307.26,100.55000000000007,58.68000000000001,1,1,1.0
21,3,208.99,248.5,94.73000000000002,43.160000000000025,1,1,1.0
22,2,406.1,309.5,101.29999999999995,59.80000000000001,1,1,1.0
22,3,209.03,248.47,94.73999999999998,43.23999999999998,1,1,1.0
23,2,385.35,313.19,106.47999999999996,60.47000000000003,1,1,1.0
23,3,209.07,248.45,94.74000000000001,43.31999999999999,1,1,1.0
24,2,364.6,316.88,111.66999999999996,61.139999999999986,1,1,1.0
24,3,209.12,248.43,94.74000000000001,43.389999999999986,1,1,1.0
25,2,343.85,320.57,116.84999999999997,61.81,1,1,1.0
25,3,209.16,248.41,94.73999999999998,43.46000000000001,1,1,1.0
26,2,323.1,324.26,118.42999999999995,62.48000000000002,1,1,1.0
26,3,209.21,248.39,94.72999999999999,43.53000000000003,1,1,1.0
27,2,302.35,327.95,120.00999999999999,63.150000000000034,1,1,1.0
27,3,209.25,248.36,94.74000000000001,43.620000000000005,1,1,1.0
28,2,281.6,331.64,121.58999999999997,63.81999999999999,1,1,1.0
28,3,209.3,248.34,94.72999999999996,43.68999999999997,1,1,1.0
29,2,260.85,335.33,123.15999999999997,64.49000000000001,1,1,1.0
29,3,209.34,248.32,94.73999999999998,43.75999999999999,1,1,1.0
30,2,240.1,339.02,124.73999999999998,65.16000000000003,1,1,1.0
30,3,209.38,248.3,94.74000000000001,43.829999999999984,1,1,1.0
31,2,219.35,342.71,126.32000000000002,65.83000000000004,1,1,1.0
31,3,209.43,248.28,94.73000000000002,43.900000000000006,1,1,1.0
32,2,198.6,346.4,127.9,66.5,1,1,1.0
32,3,209.47,248.25,94.73999999999998,43.99000000000001,1,1,1.0
33,2,178.8,350.09,128.89999999999998,68.30000000000001,1,1,1.0
33,3,209.52,248.23,94.72999999999999,44.06000000000003,1,1,1.0
34,2,151.4,353.78,134.20000000000002,70.10000000000002,1,1,1.0
34,3,209.56,248.21,94.74000000000001,44.12999999999997,1,1,1.0
35,2,125.0,357.47,141.2,71.89999999999998,1,1,1.0
35,3,209.6,248.19,94.73999999999998,44.19999999999999,1,1,1.0
36,2,100.6,361.16,141.87,73.69999999999999,1,1,1.0
36,3,209.65,248.17,94.72999999999999,44.27000000000001,1,1,1.0
37,2,74.5,364.85,147.1,75.5,1,1,1.0
37,3,209.69,248.14,94.74000000000001,44.360000000000014,1,1,1.0
38,2,42.7,368.54,154.60000000000002,77.29999999999995,1,1,1.0
38,3,209.74,248.12,94.73000000000002,44.43000000000001,1,1,1.0
39,2,17.0,372.23,156.0,79.09999999999997,1,1,1.0
39,3,209.78,248.1,94.73999999999998,44.50000000000003,1,1,1.0
40,2,0.2,375.92,148.5,80.89999999999998,1,1,1.0
40,3,209.82,248.08,94.74000000000001,43.92999999999998,1,1,1.0
41,2,0.4,379.61,124.0,82.69999999999999,1,1,1.0
